"","118_103","118_118","118_123","118_141","118_187","118_201","118_231","118_233","118_242","118_251","118_363","118_379","118_380","118_381","118_512","118_653","118_685","118_726","118_728","118_733","118_776","118_837","118_907","118_912","118_918","118_1168","118_1174","118_1235","119_22","119_51","119_52","119_57","119_58","119_60","119_69","119_70","119_76","119_77","119_94","119_95","119_109","119_110","119_111","119_113","119_136","119_142","119_144","119_165","119_167","119_181","119_199","119_223","119_224","119_225","119_280","119_293","119_295"
"31102",1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,0,1,1,1,-1,1,1
"31103",-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,1,1,-1,-1,-1,1,1,0,-0.454545454545455,-0.454545454545455,-0.454545454545455,-0.454545454545455,-0.454545454545455,-0.454545454545455,-0.454545454545455,-0.454545454545455,-0.454545454545455,-0.454545454545455,-0.454545454545455,-0.454545454545455,-0.454545454545455,-0.454545454545455,-0.454545454545455,-0.454545454545455,-0.454545454545455,-0.454545454545455,-0.454545454545455,-0.454545454545455,-0.454545454545455,-0.454545454545455,-0.454545454545455,-0.454545454545455,-0.454545454545455,-0.454545454545455,-0.454545454545455,-0.454545454545455,-0.454545454545455,-0.454545454545455,-0.454545454545455,-0.454545454545455,-0.454545454545455,-0.454545454545455,-0.454545454545455
"39301",-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,1,-1,-1,-1,1,1,1,-1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"39307",-1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"91980",1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"21100",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"21747",-0.517241379310345,-0.517241379310345,-0.517241379310345,-0.517241379310345,-0.517241379310345,-0.517241379310345,-0.517241379310345,-0.517241379310345,-0.517241379310345,-0.517241379310345,-0.517241379310345,-0.517241379310345,-0.517241379310345,-0.517241379310345,-0.517241379310345,-0.517241379310345,-0.517241379310345,-0.517241379310345,-0.517241379310345,-0.517241379310345,-0.517241379310345,-0.517241379310345,-0.517241379310345,-0.517241379310345,-0.517241379310345,-0.517241379310345,-0.517241379310345,-0.517241379310345,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1
"21907",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"22377",-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1
"22378",0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"22379",0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,0.896551724137931,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"22381",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"22383",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"22500",-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"22501",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"22502",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"22503",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"22504",-0.931034482758621,-0.931034482758621,-0.931034482758621,-0.931034482758621,-0.931034482758621,-0.931034482758621,-0.931034482758621,-0.931034482758621,-0.931034482758621,-0.931034482758621,-0.931034482758621,-0.931034482758621,-0.931034482758621,-0.931034482758621,-0.931034482758621,-0.931034482758621,-0.931034482758621,-0.931034482758621,-0.931034482758621,-0.931034482758621,-0.931034482758621,-0.931034482758621,-0.931034482758621,-0.931034482758621,-0.931034482758621,-0.931034482758621,-0.931034482758621,-0.931034482758621,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
"22505",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"22506",0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"22507",-0.586206896551724,-0.586206896551724,-0.586206896551724,-0.586206896551724,-0.586206896551724,-0.586206896551724,-0.586206896551724,-0.586206896551724,-0.586206896551724,-0.586206896551724,-0.586206896551724,-0.586206896551724,-0.586206896551724,-0.586206896551724,-0.586206896551724,-0.586206896551724,-0.586206896551724,-0.586206896551724,-0.586206896551724,-0.586206896551724,-0.586206896551724,-0.586206896551724,-0.586206896551724,-0.586206896551724,-0.586206896551724,-0.586206896551724,-0.586206896551724,-0.586206896551724,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1
"22508",-0.827586206896552,-0.827586206896552,-0.827586206896552,-0.827586206896552,-0.827586206896552,-0.827586206896552,-0.827586206896552,-0.827586206896552,-0.827586206896552,-0.827586206896552,-0.827586206896552,-0.827586206896552,-0.827586206896552,-0.827586206896552,-0.827586206896552,-0.827586206896552,-0.827586206896552,-0.827586206896552,-0.827586206896552,-0.827586206896552,-0.827586206896552,-0.827586206896552,-0.827586206896552,-0.827586206896552,-0.827586206896552,-0.827586206896552,-0.827586206896552,-0.827586206896552,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1
"22509",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"22510",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"22511",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"22512",-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"22513",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"22514",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"22515",-0.620689655172414,-0.620689655172414,-0.620689655172414,-0.620689655172414,-0.620689655172414,-0.620689655172414,-0.620689655172414,-0.620689655172414,-0.620689655172414,-0.620689655172414,-0.620689655172414,-0.620689655172414,-0.620689655172414,-0.620689655172414,-0.620689655172414,-0.620689655172414,-0.620689655172414,-0.620689655172414,-0.620689655172414,-0.620689655172414,-0.620689655172414,-0.620689655172414,-0.620689655172414,-0.620689655172414,-0.620689655172414,-0.620689655172414,-0.620689655172414,-0.620689655172414,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1
"22516",-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"22517",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"22518",-0.517241379310345,-0.517241379310345,-0.517241379310345,-0.517241379310345,-0.517241379310345,-0.517241379310345,-0.517241379310345,-0.517241379310345,-0.517241379310345,-0.517241379310345,-0.517241379310345,-0.517241379310345,-0.517241379310345,-0.517241379310345,-0.517241379310345,-0.517241379310345,-0.517241379310345,-0.517241379310345,-0.517241379310345,-0.517241379310345,-0.517241379310345,-0.517241379310345,-0.517241379310345,-0.517241379310345,-0.517241379310345,-0.517241379310345,-0.517241379310345,-0.517241379310345,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1
"22519",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"22520",-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1
"22521",-0.206896551724138,-0.206896551724138,-0.206896551724138,-0.206896551724138,-0.206896551724138,-0.206896551724138,-0.206896551724138,-0.206896551724138,-0.206896551724138,-0.206896551724138,-0.206896551724138,-0.206896551724138,-0.206896551724138,-0.206896551724138,-0.206896551724138,-0.206896551724138,-0.206896551724138,-0.206896551724138,-0.206896551724138,-0.206896551724138,-0.206896551724138,-0.206896551724138,-0.206896551724138,-0.206896551724138,-0.206896551724138,-0.206896551724138,-0.206896551724138,-0.206896551724138,1,1,1,1,1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,0,-1,-1
"22522",0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
"22523",0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"22524",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"22525",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"22526",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"22527",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"22528",-0.655172413793103,-0.655172413793103,-0.655172413793103,-0.655172413793103,-0.655172413793103,-0.655172413793103,-0.655172413793103,-0.655172413793103,-0.655172413793103,-0.655172413793103,-0.655172413793103,-0.655172413793103,-0.655172413793103,-0.655172413793103,-0.655172413793103,-0.655172413793103,-0.655172413793103,-0.655172413793103,-0.655172413793103,-0.655172413793103,-0.655172413793103,-0.655172413793103,-0.655172413793103,-0.655172413793103,-0.655172413793103,-0.655172413793103,-0.655172413793103,-0.655172413793103,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1
"22529",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"22530",0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"22531",-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1
"22532",-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
"22533",0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,0.931034482758621,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"22534",-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,-0.724137931034483,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1
"22535",-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-0.862068965517241,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"22536",-0.655172413793103,-0.655172413793103,-0.655172413793103,-0.655172413793103,-0.655172413793103,-0.655172413793103,-0.655172413793103,-0.655172413793103,-0.655172413793103,-0.655172413793103,-0.655172413793103,-0.655172413793103,-0.655172413793103,-0.655172413793103,-0.655172413793103,-0.655172413793103,-0.655172413793103,-0.655172413793103,-0.655172413793103,-0.655172413793103,-0.655172413793103,-0.655172413793103,-0.655172413793103,-0.655172413793103,-0.655172413793103,-0.655172413793103,-0.655172413793103,-0.655172413793103,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1
"22537",-0.448275862068966,-0.448275862068966,-0.448275862068966,-0.448275862068966,-0.448275862068966,-0.448275862068966,-0.448275862068966,-0.448275862068966,-0.448275862068966,-0.448275862068966,-0.448275862068966,-0.448275862068966,-0.448275862068966,-0.448275862068966,-0.448275862068966,-0.448275862068966,-0.448275862068966,-0.448275862068966,-0.448275862068966,-0.448275862068966,-0.448275862068966,-0.448275862068966,-0.448275862068966,-0.448275862068966,-0.448275862068966,-0.448275862068966,-0.448275862068966,-0.448275862068966,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1
"22538",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"22539",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"22540",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"22541",-0.758620689655172,-0.758620689655172,-0.758620689655172,-0.758620689655172,-0.758620689655172,-0.758620689655172,-0.758620689655172,-0.758620689655172,-0.758620689655172,-0.758620689655172,-0.758620689655172,-0.758620689655172,-0.758620689655172,-0.758620689655172,-0.758620689655172,-0.758620689655172,-0.758620689655172,-0.758620689655172,-0.758620689655172,-0.758620689655172,-0.758620689655172,-0.758620689655172,-0.758620689655172,-0.758620689655172,-0.758620689655172,-0.758620689655172,-0.758620689655172,-0.758620689655172,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1
"22542",0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,0.96551724137931,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"22543",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"22544",-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-0.896551724137931,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"22545",-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-0.793103448275862,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1
